SubjectID,Group,A_avg_cost_time,B_avg_cost_time,C_avg_cost_time,A_coarse_grained_total_time,B_coarse_grained_total_time,C_coarse_grained_total_time,A_fine_grained_total_time,B_fine_grained_total_time,C_fine_grained_total_time,A_total_key_presses,B_total_key_presses,C_total_key_presses,A_total_effective_key_presses,B_total_effective_key_presses,C_total_effective_key_presses,A_delete_proportion,B_delete_proportion,C_delete_proportion,A_interval_2000_15000,B_interval_2000_15000,C_interval_2000_15000,A_interval_15000_180000,B_interval_15000_180000,C_interval_15000_180000,A_interval_180000_600000,B_interval_180000_600000,C_interval_180000_600000,A_1_Moment,B_1_Moment,C_1_Moment,A_2_Moment,B_2_Moment,C_2_Moment,A_3_Moment,B_3_Moment,C_3_Moment,A_4_Moment,B_4_Moment,C_4_Moment,A_5_Moment,B_5_Moment,C_5_Moment,A_6_Moment,B_6_Moment,C_6_Moment,A_7_Moment,B_7_Moment,C_7_Moment,A_order_pair_1_Moment,B_order_pair_1_Moment,C_order_pair_1_Moment,A_order_pair_2_Moment,B_order_pair_2_Moment,C_order_pair_2_Moment,A_order_pair_3_Moment,B_order_pair_3_Moment,C_order_pair_3_Moment,A_order_pair_4_Moment,B_order_pair_4_Moment,C_order_pair_4_Moment,A_order_pair_5_Moment,B_order_pair_5_Moment,C_order_pair_5_Moment,A_order_pair_6_Moment,B_order_pair_6_Moment,C_order_pair_6_Moment,A_order_pair_7_Moment,B_order_pair_7_Moment,C_order_pair_7_Moment,A_grade,B_grade,C_grade,exam_avg
S085,Spring,3611.7468354430375,5041.283286118979,10656.852885225113,855984,1779573,16805857,855984.0,1779573.0,16805857.0,238,354,1578,137,263,904,0.14285714285714285,0.0903954802259887,0.1444866920152091,31,27,158,9,4,30,0,2,3,0.009708737864077669,0.009708737864077673,0.009708737864077669,0.0005088506946134662,0.0004014828288823997,0.0005599060404691108,4.498028851190754e-05,1.9752921984980014e-05,4.879818221368051e-05,5.429574591533732e-06,1.366203227242982e-06,5.616260960962056e-06,6.902409699425388e-07,9.675615831602868e-08,6.886617906117534e-07,9.067158860658448e-08,7.193987781330285e-09,8.850118136001693e-08,1.2119479283602995e-08,5.50679956998854e-10,1.1690345950590987e-08,0.0004,0.0004,0.0004,5.802976148095407e-06,7.194435620459934e-06,7.235986470173427e-06,-7.982975126872012e-07,-7.717526318879554e-07,-6.178178072109874e-07,1.2616707213736182e-08,1.2466008008593755e-08,2.7558344793758213e-08,1.4587392209995939e-10,7.370595818843232e-11,1.48323617161685e-09,1.3600842388708933e-11,7.1139303965482036e-12,1.2962623107562804e-10,7.123895749918649e-13,2.534176980944819e-13,1.0645224741654675e-11,63.0,0.0,60.0,43.0
S086,Fall,104310.85296776137,258747.02431610945,1962.2905781584586,346207721,425638855,9163897,346207721.0,425638855.0,9163897.0,3320,1646,4671,1803,840,2279,0.15602409638554218,0.1798298906439854,0.18604153286234207,366,133,502,107,24,84,7,2,4,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.00047379624313285826,0.0005933618049427163,0.0005836688961749266,4.570848433696838e-05,6.764294328545189e-05,7.896756610155924e-05,6.133482217582603e-06,1.0438122139391866e-05,1.3619860916691037e-05,8.727526884289823e-07,1.728361511657742e-06,2.44627516030345e-06,1.2824159157954456e-07,2.962312129006526e-07,4.488104748587095e-07,1.914089673106328e-08,5.153231903210027e-08,8.326676831932138e-08,0.0004,0.0004000000000000001,0.0004,7.267003394736468e-06,1.0315123621213378e-05,1.171750264113994e-05,-3.839138931366082e-07,9.871734681621393e-08,3.439479598941871e-07,5.730902266816389e-08,1.3611856455296154e-07,1.797833770702541e-07,5.088719450152384e-09,1.7014327683548598e-08,2.456196533652239e-08,5.445952750919525e-10,2.2863051544408e-09,3.5443713162413772e-09,5.723278819640193e-11,3.0558523501620503e-10,5.0969757099903e-10,100.0,100.0,100.0,85.0
S087,Fall,25310.974825599034,0.0,0.0,166900568,0,0,166900568.0,0.0,0.0,6595,0,0,3691,0,0,0.15724033358605005,0.0,0.0,432,0,0,67,0,0,3,0,0,0.009708737864077669,0.0,0.0,0.0004898287223856461,0.0,0.0,4.79075063040348e-05,0.0,0.0,6.5114696276929385e-06,0.0,0.0,9.450848147242826e-07,0.0,0.0,1.4188422281303817e-07,0.0,0.0,2.163746951929309e-08,0.0,0.0,0.00039999999999999996,0.0,0.0,8.397783471586721e-06,0.0,0.0,-1.7715324626787392e-07,0.0,0.0,8.831574212230483e-08,0.0,0.0,9.45099241616823e-09,0.0,0.0,1.1343251642108838e-09,0.0,0.0,1.3484023061218982e-10,0.0,0.0,95.0,0.0,0.0,86.0
S088,Spring,164687.4217557252,158673.95340050381,1500.4139046079224,86296209,251974238,9280060,86296209.0,251974238.0,9280060.0,525,1589,6186,286,916,3074,0.1561904761904762,0.15418502202643172,0.18477206595538312,20,79,385,8,21,39,1,0,2,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.0006075323208500838,0.0004893382192814478,0.0005965138718697961,6.1946797294431e-05,4.3974251298899126e-05,7.257457512545322e-05,8.295951158670517e-06,5.518078434916311e-06,1.1738390493702549e-05,1.1639184753059921e-06,7.453874939241826e-07,2.0054134928759436e-06,1.6784628604610563e-07,1.0530028088797423e-07,3.520571289795856e-07,2.4562594328455143e-08,1.5204160638142443e-08,6.262422914528432e-08,0.0004,0.0004,0.0004,1.0042007850941732e-05,7.328417291436292e-06,9.930657399723718e-06,-2.0062683951335486e-07,-3.706538572640992e-07,8.433403138179314e-08,8.52746273095113e-08,5.966810439666264e-08,1.3274656145977738e-07,8.924627995185552e-09,5.399638964055967e-09,1.645948703794502e-08,1.059087193559377e-09,5.841934616422083e-10,2.197441511599939e-09,1.2443250635137308e-10,6.21240215433924e-11,2.917692327937214e-10,100.0,100.0,100.0,76.0
S089,Fall,1466145.1863957597,105877520.33333331,0.0,1659676351,952897683,0,1659676351.0,952897683.0,0.0,1133,10,0,659,10,0,0.14386584289496912,0.0,0.0,128,5,0,27,1,0,1,0,0,0.009708737864077669,0.0,0.0,0.0005093906254887128,0.0,0.0,4.6432418222374516e-05,0.0,0.0,5.783574699046195e-06,0.0,0.0,7.524867280664863e-07,0.0,0.0,1.0062390225373681e-07,0.0,0.0,1.3658948491170712e-08,0.0,0.0,0.0004,0.0,0.0,8.42399025263869e-06,0.0,0.0,-3.0080407731946225e-07,0.0,0.0,7.115270023436691e-08,0.0,0.0,6.949840720115027e-09,0.0,0.0,7.877226279376195e-10,0.0,0.0,8.808191163226674e-11,0.0,0.0,100.0,50.0,0.0,88.0
S090,Spring,50291.78215917288,99334.0269642027,2891.7317673378075,209163522,213667492,12926041,209163522.0,213667492.0,12926041.0,4160,2152,4471,1974,911,1534,0.2120192307692308,0.23605947955390336,0.2654887049876985,408,147,265,81,48,59,6,7,9,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.0006166646834278943,0.0007618176060273056,0.0008868977447751937,9.470809697014395e-05,0.00013064709869948908,0.00018090473214552602,1.914217096824801e-05,2.895856108662484e-05,4.525905858464913e-05,3.982887739014047e-06,6.649091695605109e-06,1.1630469705212886e-05,8.350145847031456e-07,1.5417628340446173e-06,3.0137829052946116e-06,1.7533644973473167e-07,3.5837595396509806e-07,7.829524502252575e-07,0.0004,0.0004,0.0004,1.1866653745236874e-05,1.60508e-05,2.1966933930884776e-05,4.743260931344222e-07,1.5256924264419207e-06,3.2314812970562495e-06,2.0589885444838577e-07,4.403257631960554e-07,8.958048653572939e-07,2.9392710291424363e-08,7.825357077476733e-08,1.9255218843693886e-07,4.39477530350341e-09,1.4201840317375168e-08,4.180887631594486e-08,6.551234413565114e-10,2.574523456618856e-09,9.07389233536409e-09,100.0,100.0,95.0,66.0
S091,Spring,6016.333333333332,4786.9366737739865,0.0,18049,22450733,288907554,18049.0,22450733.0,0.0,4,4691,2,4,1340,2,0.0,0.3116606267320401,0.0,2,337,0,0,114,0,0,8,0,0.009708737864077669,0.009708737864077669,0.0,0.0011399803618424762,0.0009033620282107012,0.0,0.0003161583014711187,0.0001965296622424931,0.0,9.9821688785615e-05,5.1802962825369674e-05,0.0,3.173420013741689e-05,1.3901838788931185e-05,0.0,1.0099821620052136e-05,3.7463679009137976e-06,0.0,3.2148471266262387e-06,1.0104990633949043e-06,0.0,0.0004,0.00039999999999999996,0.0,3.523265180464561e-05,2.2207125101944438e-05,0.0,8.243488040090985e-06,3.1514598099991165e-06,0.0,2.5875323821642005e-06,8.743567978867708e-07,0.0,7.308271074364667e-07,1.86723189287698e-07,0.0,2.071207482022145e-07,4.0295582256988286e-08,0.0,5.8692457152236355e-08,8.691875532490832e-09,0.0,50.0,80.0,20.0,48.0
S092,Spring,6834.979621542941,63178.69052631579,29765.113715046606,9391262,90029634,111768002,9391262.0,90029634.0,111768002.0,1375,1426,3756,-29,233,1190,0.4669090909090909,0.3737727910238429,0.2915335463258786,123,126,405,28,55,109,4,4,4,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.0022822998943988516,0.00153415163063761,0.00098477946552887,0.0010114193343242258,0.0005364717180610308,0.000240137884417075,0.0004743867991894271,0.00020355177561097543,6.811431443603338e-05,0.00022294003938208763,7.741887573431429e-05,1.9594726628014525e-05,0.00010480272433372348,2.9455494978169168e-05,5.656473193723812e-06,4.926877034522339e-05,1.1207236668015156e-05,1.634176412742341e-06,0.0004,0.0003999999999999999,0.0004,8.132522392223989e-05,4.592059997301166e-05,2.9789065743944636e-05,3.276174860005202e-05,1.2851792071639878e-05,5.884975472036825e-06,1.4746355853696601e-05,4.466056453469796e-06,1.7388862980561168e-06,6.456886619098476e-06,1.4482668527482138e-06,4.437573123780206e-07,2.8289320445197453e-06,4.705828217318934e-07,1.138306796966243e-07,1.2394132208860617e-06,1.52896621222252e-07,2.9193691092400578e-08,100.0,100.0,90.0,42.0
S093,Fall,117503.72913816688,10246.496096522356,12109.642137288458,85895226,14437313,63684608,85895226.0,14437313.0,63684608.0,732,1410,5260,460,760,2930,0.1133879781420765,0.17163120567375886,0.15285171102661596,63,123,273,8,27,45,0,0,1,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.0004739959383294206,0.0005320688469860116,0.0004904380779566593,3.5716163290201234e-05,5.5654085110078964e-05,4.433578369615592e-05,3.753597110072288e-06,8.270841602750496e-06,5.592630277269197e-06,4.150818815204037e-07,1.3225342548889695e-06,7.58305721208873e-07,4.7467115232803456e-08,2.1810495604124016e-07,1.0699690398117439e-07,5.514604663384654e-09,3.635726331416906e-08,1.5393655608379894e-08,0.0004,0.00039999999999999996,0.0004,6.78263019776787e-06,8.29777722234599e-06,6.1678579541965925e-06,-7.69351114941091e-07,-2.647662678215644e-07,-5.106870356775575e-07,1.326433495305623e-08,7.546130915245301e-08,4.0413157434725035e-08,1.6311725247613053e-10,7.567085519070679e-09,2.9746969068600933e-09,1.3911613783769658e-11,8.711410563147229e-10,2.9001404206927106e-10,7.1229902927441e-13,9.907008925656967e-11,2.739709445177014e-11,100.0,40.0,80.0,62.0
S094,Spring,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0
S095,Spring,67656.64052287582,8857.0,87138.77777777777,10351466,115141,784249,10351466.0,115141.0,784249.0,154,14,10,126,6,8,0.032467532467532464,0.2857142857142857,0.1,21,3,5,6,3,1,0,0,0,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.0004928477390311156,0.009614478273164292,0.009614478273164292,3.921009595958089e-05,0.009427789374656251,0.009427789374656251,4.737466179669183e-06,0.009337163695768851,0.009337163695768851,6.27322484246934e-07,0.009246502822443046,0.009246502822443046,8.714529192945866e-08,0.009156731035803884,0.009156731035803884,1.2338778846621853e-08,0.009067830733656052,0.009067830733656052,0.0004,0.0004,0.0,6.910707070707071e-06,0.00039984000000000016,0.0,-8.253618383163908e-07,0.0003875474844128497,-9.151416593531597e-07,1.0156640160674852e-08,0.0003846996630794921,8.884870479156886e-09,-3.758634576805375e-11,0.0003809558335777232,-8.626087843841636e-11,2.205326673512133e-12,0.0003772573194780999,8.374842566836539e-13,3.650885021381119e-14,0.0003735946262188334,-8.130915113433533e-15,100.0,99.0,85.0,74.0
S096,Spring,21308.086674391656,3159.062591830738,44256.52786885245,91944394,10750290,175477133,91944394.0,10750290.0,175477133.0,4316,3404,3966,1847,1976,1854,0.2354031510658017,0.15599294947121034,0.2037317196167423,563,330,367,146,83,91,9,4,7,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.0006760919087337641,0.00040595789233318486,0.0006132666935809606,0.0001294793638687962,3.6279472379408135e-05,8.333499893142078e-05,2.9911329726750127e-05,4.876099139010547e-06,1.5111903495977034e-05,7.008313341276868e-06,6.951364661421818e-07,2.8818764545190968e-06,1.6476171507851077e-06,1.0151367968450709e-07,5.60085588823736e-07,3.8759538293593285e-07,1.4935011468092e-08,1.095550582642331e-07,0.0004,0.0004,0.0004,1.672982750472589e-05,7.2445683226810985e-06,1.1883128885923237e-05,1.7749362524600631e-06,-3.689256639514217e-07,5.57050815455919e-07,5.004818007277664e-07,5.949158506858165e-08,2.2276114049625053e-07,9.213049894663383e-08,5.3793742707023735e-09,3.257782433672664e-08,1.7271709027210742e-08,5.815271604100968e-10,4.970685683631137e-09,3.234879110770335e-09,6.179325996487913e-11,7.563585745036018e-10,100.0,100.0,95.0,66.0
S097,Spring,5642.15750915751,3056.140831758034,0.0,9241854,3233397,0,9241854.0,3233397.0,0.0,1639,1059,0,934,747,0,0.14215985356924954,0.08026440037771483,0.0,173,73,0,47,18,0,2,2,0,0.009708737864077669,0.009708737864077669,0.0,0.0005124854514536433,0.00035653648303845707,0.0,4.859923404731548e-05,2.1438664532683517e-05,0.0,6.094715697591885e-06,1.9090573785985303e-06,0.0,7.898901377996745e-07,1.8246890977556468e-07,0.0,1.0427308752146985e-07,1.8473305972890688e-08,0.0,1.3876984862447148e-08,1.928437933380745e-09,0.0,0.0004,0.00039999999999999996,0.0,6.265030437181343e-06,3.206503374384543e-06,0.0,-5.769734661767373e-07,-8.361236002454094e-07,0.0,3.32830498780436e-08,8.865890603378733e-09,0.0,2.140806558503268e-09,-5.7752480159341156e-11,0.0,1.9812969883890278e-10,1.5186088298974541e-12,0.0,1.7535745296305994e-11,1.8892716172094846e-14,0.0,100.0,35.0,0.0,60.0
S098,Fall,695295.4223433243,132727.65429749445,0.0,255173420,418490294,0,255173420.0,418490294.0,0.0,368,3154,0,175,2224,0,0.2364130434782609,0.07894736842105263,0.0,56,289,0,24,57,0,2,1,0,0.009708737864077669,0.009708737864077669,0.0,0.0008003186432015247,0.0003584780296260093,0.0,0.00015326049168274135,1.9540008418473305e-05,0.0,3.658373407436715e-05,1.4879866220355349e-06,0.0,8.946720802257048e-06,1.1792879223741624e-07,0.0,2.2033563835281735e-06,9.817033524950396e-09,0.0,5.436424783078068e-07,8.431901437630964e-10,0.0,0.0004,0.0004,0.0,1.2150979618671928e-05,2.983412748620026e-06,0.0,-2.633087141416646e-07,-8.462162123040788e-07,0.0,6.119822062879605e-08,8.400893442018716e-09,0.0,4.659426306126524e-09,-7.445344370932365e-11,0.0,4.407141100477144e-10,8.768863548974713e-13,0.0,4.169197394864826e-11,-4.427566171449348e-15,0.0,100.0,90.0,0.0,83.0
S099,Spring,1495.9254901960785,880388.081632653,965260.5975609756,381461,129417048,79151369,381461.0,129417048.0,79151369.0,256,148,83,80,30,69,0.2890625,0.3716216216216216,0.012048192771084338,18,18,6,6,12,3,0,1,0,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.0011412095221080612,0.001917692259226178,0.00042132922791454343,0.00026848810096369763,0.0007570961545847904,2.9814224055917164e-05,7.690890631181974e-05,0.00032227022974637485,3.2004357101000202e-06,2.2643814584424866e-05,0.00013749774173850548,3.674812146288855e-07,6.716159834987966e-06,5.8682128767857974e-05,4.427541089773489e-08,1.9956974394568967e-06,2.5045407236806826e-05,5.465317429365033e-09,0.00039999999999999996,0.00039999999999999996,0.0004,3.2517391554151096e-05,5.462851632697788e-05,1.0804756140975436e-05,6.274346689775838e-06,1.615723201687162e-05,-7.694235761587673e-07,1.8784556621803943e-06,5.961054740653097e-06,1.2981525104985498e-08,4.888330659948348e-07,2.0788443253721127e-06,6.898942432316816e-11,1.2784117295390024e-07,7.260984864747874e-07,6.8301119640168055e-12,3.342739388727534e-08,2.5360093683004994e-07,2.404820128822831e-13,100.0,97.0,100.0,74.0
S100,Spring,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0
S101,Fall,156831.19072615926,105641.96162528217,76630.44055326663,179258051,327595723,260390237,179258051.0,327595723.0,260390237.0,1144,3102,3399,707,1447,1600,0.1381118881118881,0.21631205673758866,0.205648720211827,72,193,316,14,66,69,1,5,0,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.00041896920520238096,0.0006775779983591485,0.000614987923427654,3.156389481878035e-05,9.936228690086334e-05,9.251951743628071e-05,3.5141904480924467e-06,1.9517643735423528e-05,1.784050013596639e-05,4.2345617482441547e-07,4.01882502640005e-06,3.5731066089534253e-06,5.347999081688679e-08,8.399307390421075e-07,7.260335309261393e-07,6.899978968140642e-09,1.7627016232114397e-07,1.4831319676417071e-07,0.0004,0.0004,0.00039999999999999996,5.096089532587229e-06,1.279753734417321e-05,1.0582579163100763e-05,-6.354722260731711e-07,6.837386300084503e-07,2.9196418578099584e-07,2.5873700868856994e-08,2.4995928578388717e-07,1.706752530172529e-07,1.3625642646186048e-09,3.78167578089231e-08,2.2990365734358262e-08,1.18288751138798e-10,5.942353687088558e-09,3.2758475126124885e-09,9.575341439972522e-12,9.315499672646533e-10,4.6495431669701585e-10,100.0,100.0,100.0,90.0
S102,Spring,34770.07692307692,19504.4,0.0,452011,97522,0,452011.0,97522.0,0.0,14,6,0,13,6,0,0.0,0.0,0.0,5,2,0,4,2,0,1,0,0,0.009708737864077669,0.0,0.0,0.009614478273164292,0.0,0.0,0.009427789374656251,0.0,0.0,0.009337163695768851,0.0,0.0,0.009246502822443046,0.0,0.0,0.009156731035803884,0.0,0.0,0.009067830733656052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.151416593531597e-07,0.0,0.0,8.884870479156886e-09,0.0,0.0,-8.626087843841636e-11,0.0,0.0,8.374842566836539e-13,0.0,0.0,-8.130915113433533e-15,0.0,0.0,100.0,28.0,0.0,76.0
S103,Fall,107914.21125265393,12292.384451089278,69498.83649104593,101655187,28776472,267779017,101655187.0,28776472.0,267779017.0,943,2342,3854,484,1445,2389,0.1728525980911983,0.1246797608881298,0.12895692786715102,64,171,301,11,44,98,1,6,1,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.0006451635717988002,0.0004685650749745641,0.00039636147468803527,7.165410380295526e-05,3.286040532777052e-05,2.9619544535650392e-05,1.0360070443444713e-05,3.1981199594103375e-06,3.099095784777416e-06,1.5716522674033013e-06,3.308055010592919e-07,3.4377121441168625e-07,2.455232625896541e-07,3.57375843937638e-08,3.967824544654899e-08,3.901017858780465e-08,3.947946000088179e-09,4.676692441977129e-09,0.0004,0.0004,0.00039999999999999996,1.1190889790215217e-05,5.186611570247934e-06,4.764737531481159e-06,1.1175926468232197e-07,-7.351493379618058e-07,-6.886055355639773e-07,1.396605542378619e-07,1.623829253702243e-08,2.0273753626464315e-08,1.7569910982290105e-08,4.4771624195769015e-10,8.17203483096052e-10,2.3757114771086467e-09,3.5862524868859693e-11,6.716762538192705e-11,3.1956720158073543e-10,2.3310204179387894e-12,4.916023501707772e-12,100.0,100.0,100.0,87.0
S104,Fall,1424.6246648793565,28141.658152958153,242809.30314960628,1594155,195021691,123347126,1594155.0,195021691.0,123347126.0,1120,6931,509,566,3530,269,0.18303571428571427,0.17327946905208486,0.16110019646365425,85,435,48,17,72,14,0,7,2,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.0005891194252264505,0.000578488711443881,0.0005829347640423,6.921265181123482e-05,6.677767073059474e-05,6.091094528702737e-05,1.0965675087647048e-05,1.0096779162662683e-05,8.740130783824738e-06,1.8398522826081303e-06,1.5974042399861977e-06,1.3320388356876206e-06,3.178399745185758e-07,2.591822315402787e-07,2.0985960383732202e-07,5.5666742313273225e-08,4.266216899949817e-08,3.3634556511420455e-08,0.0004,0.0004,0.0004,1.2054421768707479e-05,1.0016206189203234e-05,1.163160817654674e-05,4.997104783105452e-07,1.0343006445918211e-07,1.167902283227839e-07,2.1235588596540237e-07,1.3640141462226452e-07,1.416080408682106e-07,3.059147021939236e-08,1.7069323009141748e-08,1.7893558749528393e-08,4.610361486156833e-09,2.2950654402349693e-09,2.4283714715510858e-09,6.927738108975839e-10,3.069531906727783e-10,3.278529158475743e-10,100.0,100.0,100.0,69.0
S105,Fall,414049.99334221036,2020.3341311632362,3671.999263803681,310951545,4220478,14963397,310951545.0,4220478.0,14963397.0,752,2090,4076,499,1264,2851,0.08909574468085106,0.12822966507177033,0.08218842001962709,31,84,274,13,22,86,0,5,6,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.0004439704733250757,0.0004601805393362369,0.00035425723821598,3.329432505419428e-05,3.204105441811229e-05,2.0036434737788465e-05,3.5038431747043176e-06,3.0913776933286403e-06,1.6149415353434841e-06,3.9498649869063675e-07,3.1821838211049794e-07,1.3712789664154869e-07,4.6920011953274284e-08,3.456839016905205e-08,1.2283059906078142e-08,5.7421438749022225e-09,3.879756432545629e-09,1.1366465056183467e-09,0.0004,0.00039999999999999996,0.00039999999999999996,5.249047589177859e-06,7.374870740252483e-06,4.310266888437887e-06,-7.792436668070835e-07,-4.6651137273411426e-07,-7.774813065174246e-07,1.290444438219106e-08,4.750165364452031e-08,1.2871115183414266e-08,1.6935987353982512e-10,3.817891458599392e-09,1.895320570028594e-10,1.4868256402924114e-11,3.88543208298069e-10,1.643414089946406e-11,7.924038423486998e-13,3.856922736732347e-11,9.056716928682783e-13,100.0,100.0,100.0,83.0
S106,Fall,41797.63638644919,62991.79578947367,5398.394315739193,166563581,239368824,45206154,166563581.0,239368824.0,45206154.0,3986,3801,8375,1239,1686,4094,0.2997992975413949,0.23388581952117865,0.19056716417910446,337,232,408,57,47,79,4,4,10,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.0010617202139897616,0.000706652481009194,0.0006126718213605286,0.0002661287051108387,0.00012086950707832215,7.513985971752125e-05,7.835499922244205e-05,2.636680312437387e-05,1.2248081656283203e-05,2.3376296592978165e-05,5.93421723662118e-06,2.1151931770742202e-06,6.993935254936291e-06,1.346572057391517e-06,3.757340974643601e-07,2.0936538801176084e-06,3.0613582362567693e-07,6.76378837568373e-08,0.0004,0.0004,0.0004,2.590577884887905e-05,1.6317770973036396e-05,1.0360598282393683e-05,4.4807656690202155e-06,1.6227662429708856e-06,2.259076526558359e-07,1.276431785684208e-06,4.633359551854608e-07,1.580670628614672e-07,3.008266949073402e-07,8.351022918795454e-08,2.077723134946193e-08,7.140213438036159e-08,1.535285754194382e-08,2.9024691694544554e-09,1.6942625413325173e-08,2.81958089209163e-09,4.0371916585086474e-10,100.0,90.0,82.0,51.0
S107,Fall,3356.2601990049748,2621.500730841512,0.0,6746083,12554367,0,6746083.0,12554367.0,0.0,2011,4790,0,986,2638,0,0.19890601690701146,0.16075156576200414,0.0,168,506,0,35,127,0,4,3,0,0.009708737864077669,0.009708737864077669,0.0,0.0005886226062454751,0.0004810077013331213,0.0,7.571030051418239e-05,4.850566470006849e-05,0.0,1.3589364094398106e-05,6.6538692774531476e-06,0.0,2.5594315284442036e-06,9.609553690778556e-07,0.0,4.891000007512295e-07,1.4278988886451535e-07,0.0,9.381550549159576e-08,2.1536239476527596e-08,0.0,0.0004,0.00039999999999999996,0.0,1.0023608637442913e-05,6.3678995524726085e-06,0.0,6.750301275927533e-08,-4.6476765110023264e-07,0.0,1.3081687527364058e-07,4.6490500456013636e-08,0.0,1.6133135520476768e-08,3.7112006182198966e-09,0.0,2.145718708141181e-09,3.7567176637714334e-10,0.0,2.837692121561079e-10,3.708162182961445e-11,0.0,50.0,100.0,0.0,74.0
S108,Spring,2698.953125,47210.25018596578,2097.782518210198,172733,190398939,10079845,172733.0,190398939.0,10079845.0,65,4034,4806,-17,1997,1707,0.6307692307692307,0.19533961328706,0.2686225551394091,5,228,433,4,65,104,0,1,4,0.009708737864077669,0.009708737864077669,0.009708737864077669,0.005771076171044546,0.0006327768694607616,0.000900097080734558,0.004327115763546112,7.889583893436414e-05,0.00019237450931987478,0.0033056533312348806,1.3367950726691832e-05,4.9601937219195116e-05,0.002525094430545347,2.41382723062465e-06,1.3097789256995695e-05,0.0019288592656535864,4.4799383047930196e-07,3.481789495311856e-06,0.0014734096165270553,8.403379010475214e-08,9.272175024190432e-07,0.0004,0.0004000000000000001,0.0004,0.00021552047337278118,9.953832247715385e-06,1.9314264860689104e-05,0.00014905506756905123,8.16559494502581e-08,2.4640889886356835e-06,0.00010813902518062308,1.3225951675500159e-07,6.802895778754132e-07,7.796829220874285e-05,1.637757458919584e-08,1.3599077318353892e-07,5.621991755767051e-05,2.1844047300737723e-09,2.7549466736687712e-08,4.05379608539152e-05,2.897497273259144e-10,5.577516668854033e-09,88.0,85.0,80.0,52.0
S109,Fall,115732.98120072769,18787.320798514396,0.0,190843686,202339445,0,190843686.0,202339445.0,0.0,1650,10771,0,869,4765,0,0.16666666666666666,0.2092656206480364,0.0,112,408,0,15,55,0,0,2,0,0.009708737864077669,0.009708737864077669,0.0,0.0005851549682139094,0.0007075107897460954,0.0,6.319938083251468e-05,0.00010121053251286929,0.0,8.769507937798662e-06,1.866406159890393e-05,0.0,1.2714194519424766e-06,3.616095837260447e-06,0.0,1.8975890680354937e-07,7.177159793270386e-07,0.0,2.882635321804828e-08,1.441585283641855e-07,0.0,0.0004,0.0004,0.0,9.188592328824772e-06,1.400139841167315e-05,0.0,-1.563011662594886e-07,9.095576282474662e-07,0.0,9.221402722298308e-08,2.971313764915031e-07,0.0,1.0005480795567257e-08,4.725888538071884e-08,0.0,1.2138712426561502e-09,7.759912274676623e-09,0.0,1.459360965884723e-10,1.2718436646308644e-09,0.0,100.0,90.0,0.0,87.0
